ID,Type,Name,Address,Grade,District,AGA Division,PS/MC/UC
1218,Travel Agents,AMJL TOURS,"282/3 DEVALA ROAD,KALUWAMODARA ALUTHGAMA",Not Graded,Colombo,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat
1219,Travel Agents,BIN BAZ HOLIDAYS (PVT)LTD,"LEVEL 26 & 34 ,EAST TOWER, WORLD TRADE CENTER ,COLOMBO 1",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1220,Travel Agents,SINO ASIA HOLIDAYS {PVT}LTD,"NO 40,VISAKA ROAD,COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1221,Travel Agents,SENLANKA DESTINATIONS {PVT}LTD,"NO 1F AVISSAWELLA ROAD,WELLAMPITIYA",Not Graded,Colombo,Kolonna Pradeshiya Sabha,Kolonnawa Divisional Secretariat
1222,Travel Agents,WINGS FOR WORLD,"NEGOMBO PLAZA , NO: 393/17 , MAIN STREET , NEGOMBO",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1223,Travel Agents,WIJAYA GEMS AND TOURS,"4TH FLOOR,NO.730,COLOMBO 03.",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
1224,Travel Agents,A.Y.TRAVEL'S & TOURS,"46 B, 3/1,SYMOND ROAD, MARADANA, COLOMBO 10.",Not Graded,Colombo,Colombo,Colombo West
1225,Travel Agents,LUXURY TRAVEL LANKA,"UPPER FLOOR 10-1,DUTCH HOSPITAL BUILDING,HOSPITAL STREET,FORT,GALLE",Not Graded,Galle,Galle,Galle Divisional Secretariat
1226,Travel Agents,FORTUNE LANKA TOURS AND TRAVELS {PVT}LTD,"NO. 623, 3/1, GALLE ROAD, MOUNT LAVINIA",Not Graded,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat
1227,Travel Agents,MIDLAND TRAVELS (PVT) LTD,"2ND FLOOR,NO.14, 16TH LANE, COLOMBO 03.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1228,Travel Agents,KARA TRAVELS & TOURS{PVT}LTD,"6.R.A.DE MEL MAWATHA,COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1229,Travel Agents,SIDDIQUE TRAVELS & TOURS,"NO.94,MANNAR ROAD,PUTTALAM.",Not Graded,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat
1230,Travel Agents,EMIRATES TRAVELS AND TOURS (PVT) LTD,"18,DE SILVA PLACE,RATMALANA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat
1231,Travel Agents,HAMAS HAJJ TRAVELS,"NO 655/1B,AVISSAWELLA ROAD,WELLAMPITIYA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1232,Travel Agents,ELEPHANTLAND INTERNATIONAL TRAVELS{PVT}LTD,"NO. 27/14A, ROSMEAD PLACE, COLOMBO 07",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1233,Travel Agents,AYURVA TRAVELLER (PVT) LTD,"NO.275,2ND FLOOR,NAWALA ROAD,NAWALA.",Not Graded,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat
1234,Travel Agents,SAFARI LANKA TOURS-COLOMBO 06,NO 01 PERERA LANE WELLAWATTA COLOMBO 06,Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1235,Travel Agents,BEST HOLIDAYS (PVT)LTD,141/7C (SECOND FLOOR) VAUXSHALL STREET COLOMBO 02,Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1236,Travel Agents,VACATION PLANNERS (PVT) LTD,"NO.351/1,R. A. DE MEL MAWATHA, COLOMBO 03, SRI LANKA.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1237,Travel Agents,CEYLON BEACH TRAVELS.,"19/3, PIERIS ROAD, MOUNT LAVINIA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
1238,Travel Agents,LUCKY LIFE TRAVELS & TOURS (PVT) LTD.,"NO. 56/1, GALLE ROAD, DEHIWALA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1239,Travel Agents,HAWK TRAVELS (PVT) LTD,"20 1/2,REGENT FLATS, COLOMBO 02.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1240,Travel Agents,MANGO HOLIDAYS (PVT) LTD,"125/21, PETERSON LANE, COLOMBO 6.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1241,Travel Agents,ACTION LANKA.COM (PVT) LTD,"NO 366/3 RENDAPOLA,HORAGAHAKANDA LANE,THALANGAMA NORTH KOSWATTE.",Not Graded,Colombo,Kotte Muncipal Council,Battaramulla
1242,Travel Agents,DELAIR TRAVELS (PVT)LTD,"101,VINAYALANKARA MAWATHA COLOMBO 10",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1243,Travel Agents,JIL TOUR LIMITED,"104,BANKSHALL STREET,COLOMBO 11.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1244,Travel Agents,RESPONSIBLE TRAVEL (PVT) LTD,"40E,NATIONAL HOUSING SCHEME,KIRIBATHGODA,KELANIYA.",Not Graded,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat
1245,Travel Agents,FAR HOLIDAYS (PVT) LTD,"NO. 124, PARK ROAD, COLOMBO 05",Not Graded,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat
1246,Travel Agents,I CEYLON LIFESTYLE (PRIVATE) LIMITED,"202 A,SIR JAMES PEIRIS MAWATHA, COLOMBO 2.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1247,Travel Agents,PEARL LANKA TOURS,"330/A,20TH MILE POST,KURANA,KATUNAYAKE.",Not Graded,Gampaha,Seeduwa,Katana Divisional Secretariat
1248,Travel Agents,TRAVELWIND HOLIDAYS (PVT) LTD,"272 F,DEHIWALA-MAHARAGAMA ROAD,BELLANWILA, BORALASGAMUWA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Kesbewa Divisional Secretariat
1249,Travel Agents,SAVINTA LEISURE (PVT) LTD,"NO.395, GALLE ROAD, COLOMBO 03, SRI LANKA.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1250,Travel Agents,ARALIYA HOLIDAYS (PVT) LTD,"ARALIYA GROUP CO-OPERATE OFFICE,NO.01-07,1ST FLOOR,LIBERTY PLAZA,CLOMBO 03.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1251,Travel Agents,SMILE LEISURE MANAGEMENT & TOUR SERVICE (PVT) LTD,"NO.22,6TH LANE,JAMBUGASMULLA MAWATHA,NUGEGODA.",Not Graded,Colombo,Maharagama,Maharagama Divisional Secretariat
1252,Travel Agents,SAHWAN TRAVELS & TOURS (PVT) LTD,"NO.106, BEACH ROAD, KATTANKUDY 06.",Not Graded,Batticaloa,Kattankudy,Kattankudy Divisional Secretariat
1253,Travel Agents,SEYLAN ADVENTURES (PVT) LTD,"NO. THE KING BUILDING -67, 4/4, BANDARANAYAKA MAWATHA, COLOMBO 12.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1254,Travel Agents,AL JANNAH TRAVELS & TOURS (PVT) LTD,"NO.10/1/2,STATION ROAD,MORATUWA.",Not Graded,Colombo,Moratuwa,Moratuwa Divisional Secretariat
1255,Travel Agents,AGFORT ASIA (PVT) LTD,"NO.9B1, OLD QUARRY ROAD, MT LAVINIA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia
1256,Travel Agents,IDEAL GETAWAYS (PVT) LTD,"14 M, MOOR ROAD, COLOMBO 06.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1257,Travel Agents,SITA WORLD TRAVEL LANKA (PVT) LTD,"NO.118C, BARNES PLACE, COLOMBO 07.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1258,Travel Agents,LUYOU LANKA TOURS (PVT) LTD,"NO.431 A2, PITAKOTTE, KOTTE.",Not Graded,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
1259,Travel Agents,ASIAN ESCAPES (PVT) LTD,"NO.22/16, WIJESEKARA MAWATHA, MIRIHANA, NUGEGODA.",Not Graded,Colombo,Maharagama,Maharagama Divisional Secretariat
1260,Travel Agents,TGL TRAVELS & TOURS (PVT) LTD,"NO.90, CHATHAM STREET, COLOMBO 01.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1261,Travel Agents,AL ZIYAARA TOURS AND TRAVELS (PVT) LTD,"118/2,COLOMBO ROAD,MAHAMODARA,GALLE.",Not Graded,Galle,Galle,Galle Divisional Secretariat
1262,Travel Agents,TRAVEL OUTLOOK (PVT) LTD,"NO.98, PAMANKADA ROAD, COLOMBO 06.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1263,Travel Agents,ENCOUNTER LANKA TOURS (PVT) LTD,"NO. 16, 2ND LANE, NAWALA, RAJAGIRIYA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1264,Travel Agents,EXPLORE THE WONDERS (PVT) LTD,"NO.424/2B, GALLE ROAD, COLOMBO 03.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1265,Travel Agents,KAYA VOYAGES (PVT) LTD,"NO.246,PARK ROAD,COLOMBO 05",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
1266,Travel Agents,PELA HOLIDAYS (PVT) LTD,"NO.327, 2ND FLOOR, CEYESTA HOUSE, GALLE ROAD, COLOMBO 03.",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
1267,Travel Agents,CLOVER LANKA TRAVEL (PVT) LTD,"NO.1586/1/1,KOTTE ROAD,RAJAGIRIYA.",Not Graded,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
1268,Travel Agents,AL-QIMMAH TOURS & TRAVELS (PVT) LTD,"M.P.C.S ROAD,MAWADICHENAI,VALAICHENAI,SRI LANKA.",Not Graded,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat
1269,Travel Agents,A4 TOURS,"NO.636,COLOMBO ROAD,LIYANAGEMULLA,SEEDUWA.",Not Graded,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat
1270,Travel Agents,BEYOND BOUNDARIES & YOUR HOLIDAY SPECIALIST,"NO.30,REALITY PLAZA,NAIWALA,WEYANGODA.",Not Graded,Gampaha,Minuwangoda Pradeshiya Sabha,Attanagalla Divisional Secretariat
1271,Travel Agents,ABDULLAH TRAVELS & TOURS PVT LTD,"NO.28/1,KAHAWATTE,AMBATENNA.",Not Graded,Ratnapura,Ratnapura,Ratmalana Divisional Secretariat
1272,Travel Agents,G.G HAPPY TOUR,"YADDEHIMULLA ROAD,UNAWATUNA",Not Graded,Galle,Habaraduwa,Habaraduwa Divisional Secretariat
1273,Travel Agents,LETU TRAVELS (PVT) LTD,"NO. 34-8/4, EBENEZER PLACE, DEHIWALA",Not Graded,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat
1274,Travel Agents,ILMA HAJJ SERVICE & TRAVEL OPERATORS,"82-1/1, GALLE ROAD, BAMBALAPITIYA, COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1275,Travel Agents,CEYLON JOY INTERNATIONAL (PVT) LTD,"NO.320,DUPLICATION ROAD, COLOMBO-03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1276,Travel Agents,MARIYAM HAJJ-UMRA TRAVELS & TOURS,"NO.145,MAL 13TH ROAD,MALAYADI GIRAMAM 02,SAMMANTHURAI.",Not Graded,Ampara,Ampara,Samanthurai Divisional Secretariat
1277,Travel Agents,SAS TRAVELS AND TOURS (PVT) LTD,"LEVEL-M,NO.26,VAJIRA ROAD,COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1278,Travel Agents,BOOKINGMART HOLIDAYS (PVT) LTD,"NO.81,HINNIYAPPUHAMY MAWATHA,COLOMBO 13.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1279,Travel Agents,MERIDIAN ESCAPES (PVT) LTD,"NO.532/3,MADIWELA ROAD,THALAWATHUGODA",Not Graded,Colombo,Maharagama,Maharagama Divisional Secretariat
1280,Travel Agents,THE TRAVEL CAFE (PVT) LTD,"NO.85/23,JAWATTE GARDENS,COLOMBO 05",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
1281,Travel Agents,WISHBONE INNOVATIONS (PVT) LTD,"NO.75,1ST FLOOR,COTTA ROAD,BORELLA,COLOMBO 08",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1282,Travel Agents,EIGEN WEG TRAVELS AND TOURS (PVT) LTD,"NO.67/1/1,GALLE ROAD,DEHIWALA",Not Graded,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
1283,Travel Agents,YARA TRAVELS (PVT) LTD,"1ST FLOOR,TFC BUILDING,MAIN STREET,AKKARAIPATTU.",Not Graded,Ampara,Ampara,Ampara Divisional Secretariat
1284,Travel Agents,LANKA CULTURE & TRAVELS (PVT) LTD,"LEVEL 13, EAST TOWER, WORLD TRADE CENTER, COLOMBO 1",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1285,Travel Agents,KATTANKUDY MOSQUES FEDERATION HAJ TRAVELS AND TOURS,"NO.01,METTAIPALLY ROAD,KATTANKUDY-03.",Not Graded,Batticaloa,Kattankudy,Kattankudy Divisional Secretariat
1286,Travel Agents,MAIKA HOLIDAY,"NO.106,CHILAW ROAD,NEGOMBO.",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1287,Travel Agents,TRAVEL LANKA JOURNEYS (PVT) LTD,"NO.1630/4,S.W.PERERA MAWATHA,COTTAH ROAD,RAJAGIRIYA.",Not Graded,Colombo,Sri Jayawardenapura-Kotte,Kotte Divisional Secretariat
1288,Travel Agents,AVANT LEISURE HOLIDAYS (PRIVATE) LIMITED,"NO.63,SINHAPURA,BATTARAMULLA.",Not Graded,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
1289,Travel Agents,PLEDGE HOLIDAYS PVT LTD,"NO.86,COLOMBO ROAD,KATUNAYAKE.",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1290,Travel Agents,TRAVEL MISSION (PVT) LTD,"NO;21 DEAL PLACE, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1291,Travel Agents,JOURNEYATOR (PVT)LTD,"177,RA.DE MEL MAWATHA,COLOMBO 3",Not Graded,Colombo,Colombo,kaduwela Divisional Secretariat
1292,Travel Agents,SAFEWAY TRAVELS AND TOURS,"NO.228,GRANDPASS ROAD,COLOMBO 14",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1293,Travel Agents,CLIMAX LANKA TRAVELS AND TOURS (PVT) LTD,"NO.65/25A,SWARNADISI PLACE,KOSWATTE ROAD,NAWALA,RAJAGIRIYA.",Not Graded,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
1294,Travel Agents,INFINITY VACATIONS (PVT)LTD,"NO.3 1/1,OLD QUARRY ROAD,MOUNT LAVINIA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia
1295,Travel Agents,THE SUNWAY TRAVELS AND LEISURE,"NO.8A,VAJIRA ROAD,BAMBALAPITIYA,COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1296,Travel Agents,LULU HOLIDAYS (PVT) LTD,"NO.135E1/1,GALLE ROAD,DEHIWALA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Dehiattakandiya Divisional Secretariat
1297,Travel Agents,CEYLON IN STYLE (PVT)LTD,"NO.51/1,ALEXANDRA PLACE,COLOMBO 07",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1298,Travel Agents,PREMIER DESTINATIONS (PVT) LTD,"NO.39A,10TH LANE,COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1299,Travel Agents,HIGHWAY TRAVELER (PVT) LTD,"NO.17/B,2ND FLOOR,HORANA ROAD,BANDARAGAMA.",Not Graded,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat
1300,Travel Agents,CATAPULTT LANKA (PVT) LTD,"NO. 36/6 A, 2/1, PERAKUM MAWATHA, NAWALA ROAD, NUGEGODA",Not Graded,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
1301,Travel Agents,BLISS TRAVELS (PVT)LTD.,"NO.100/5,ROSMEAD PLACE,COLOMBO 07.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1302,Travel Agents,INTRAVELS HOLIDAY (PVT) LTD,"NO.100/6,PALANGATHURE,KOCHCHIKADE.",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1303,Travel Agents,CEILAO TOURS (PVT) LTD,"NO.18/A,INDRA MAWATHA,KALUBOWILA,DEHIWALA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
1304,Travel Agents,RATNALOKA PARADISE TOURS (PVT)LTD.,"KOSGALA,KAHANGAMA,RATNAPURA.",Not Graded,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
1305,Travel Agents,NICO EXPLORERS (PVT) LTD,"NO.07,KOTHALAWELA GARDENS,COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1306,Travel Agents,ANCIENT LANKA TOURS & TRAVELS (PVT) LTD,"NO:530/8,12TH LANE,DAMINNAGAHAWATTA,KIMBULLAPITIYA",Not Graded,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat
1307,Travel Agents,C T S LANKA TOURS & COMMERCE (PVT) LTD,"NO.58/19,SCHOOL LANE,NAVALA,RAJAGIRIYA",Not Graded,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat
1308,Travel Agents,CEYLON DREAM TRAVELS.,"NO.248 E/1,NEELAMMAHARA,BORALESGAMUWA.",Not Graded,Colombo,Maharagama,Maharagama Divisional Secretariat
1309,Travel Agents,CEYLON FOOTPRINT HOLIDAYS (PVT) LTD,"NO.93/A,DEHIWALA ROAD,PEPILIYANA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1310,Travel Agents,BLUE LANKA TOURS (PVT) LTD,"NO:10 1/1, MISSION ROAD , KOTTE",Not Graded,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
1311,Travel Agents,CRUSADER SPORTS & LEISURE TOURS (PVT) LTD,"NO:136/5,KALALGODA,PANNIPITIYA",Not Graded,Colombo,Maharagama,Maharagama Divisional Secretariat
1312,Travel Agents,L S L ADVENTURE TOURS (PVT) LTD,"NO:534/13,4TH LANE,PRISON CAMP ROAD,DALUPOTHA.",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1313,Travel Agents,MINOLTA TRAVELS & TOURS,"NO: 520, 2ND DIVISION, MARADANA, COLOMBO 10.",Not Graded,Colombo,Colombo,Maradana
1314,Travel Agents,SANKI LEISURE( PRIVET) LIMITED,"NO: 840/1/1, COLOMBO ROAD,KATUNAYAKE",Not Graded,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat
1315,Travel Agents,STERLING HOLIDAYS (PVT) LTD,"NO:03,SAMAGI MAWATHA,DANDOLLA WATTA,NITTAMBUWA",Not Graded,Gampaha,Gampaha,Attanagalla Divisional Secretariat
1316,Travel Agents,E TURISMO LANKA (PVT) LTD,"NO:177/D/1, AMBAGAHA JUNCTION,KOTHALAWALA,KADUWELA",Not Graded,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
1317,Travel Agents,YA TOURS,"NO:88/1,JUSTICE AKBAR MAWATHA,COLOMBO 02",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1318,Travel Agents,TOURMASTER LANKA INTERNATIONAL (PVT) LTD,"343/2, SCHOOL LANE, THIMBIRIGASKATUWA, NEGOMBO",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1319,Travel Agents,CEYTRANS (PVT) LTD,"NO.200, SAMANTHARA PARA, MOLLIGODAWATTE, WADDUWA",Not Graded,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
1320,Travel Agents,VISIT SRI LANKA TOURS,"NO:14,GALLE ROAD,ALUTHGAMA",Not Graded,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
1321,Travel Agents,ZENITH EXPEDITIONS (PVT) LTD.,"103B,POORVARMA MAWATHA,COLOMBO 5, SRI LNKA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1322,Travel Agents,1 A SENIRA TRAVELS AND TOURS,"NO. 405 OLD KOTTAWA ROAD,UDAHAMULLA,NUGEGODA",Not Graded,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat
1323,Travel Agents,ISAK TRAVELS,"NO. 507/4B, FINCO WATTA, WORK CAMP ROAD, DALUPOTHA, NEGAMBO",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1324,Travel Agents,FUTURE HORIZON (PVT) LTD,"1A,JAYANTHIPURA , MAIN ROAD, BATTARAMULLA",Not Graded,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
1325,Travel Agents,DANATA (PVT) LTD,"37 1/1, W.A.D. RAMANAYAKE MAWATHA, COLOMBO 02",Not Graded,Colombo,MC,Colombo Divisional Secretariat
1326,Travel Agents,UNIQUE HOLIDAYS,"NO; 234,A/1,SRI JAYAWARDANEPURA MAWATA,WELIKADA,RAJAGIRIYA.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1327,Travel Agents,JAQ LANKA HOLIDAYS (PVT)LTD,"NO. 93/18, MOSQUE LANE, PERIYAMULLA, NEGOMBO",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1328,Travel Agents,SIRI NATURE TOUR IN SRI LANKA,"NO.264/3/B, BATALANDA ROAD, MAKOLA SOUTH, MAKOLA.",Not Graded,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat
1329,Travel Agents,MEDICAL TOURISM (PVT) LTD,"NO.30/3/2, MAHARAGAMA ROAD, PILIYANDALA.",Not Graded,Colombo,Kesbewa,Kesbewa Divisional Secretariat
1330,Travel Agents,TRAVEL COLOMBO,"NO.371/1,PARANA AMBALAMA,USWETAKEYYAWA.",Not Graded,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
1331,Travel Agents,LETS SEE ASIA PVT LTD,"NO.4/1/1, 7TH LANE, PAMUNUWA ROAD, MAHARAGAMA.",Not Graded,Colombo,Mahara Pradeshiya Sabha,Maharagama Divisional Secretariat
1332,Travel Agents,GLOBAL ECONOMICAL MICRO ENTERPRISES DEVELOPMENT (PVT) LTD,"NO. 136, MAIN STREET, SAINTHAMARUTHU - 01",Not Graded,Ampara,Ampara,Ampara Divisional Secretariat
1333,Travel Agents,SPICELAND DESTINATIONS LANKA (PVT) LTD,"NO. 9 1/2 (2ND FLOOR), UPATISSA ROAD, COLOMBO 04.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1334,Travel Agents,WAVES DESTINATIONS (PVT) LTD,"NO.73, AIR ARABIA BUILDING, H.K.DHARMADASA MAWATHA, COLOMBO 02",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1335,Travel Agents,RED STONE (PRIVATE ) LIMITED,"3RD FLOOR, NO.399 1/3, GALLE ROAD, COLOMBO 04",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
1336,Travel Agents,SRILAK TRAVELS AND TOURS,"104, MUHANDIRAM ROAD, COLOMBO 3.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1337,Travel Agents,GABO TRAVELS OVERSEAS (PVT) LTD,"NO:11,BAGATALLE ROAD,COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1338,Travel Agents,RED HUT TOURS AND TRAVELS (PVT) LTD,"NO:310/3/3,AIRTEL MARKET,MAIN ST,COLOMBO 11,SRI LANKA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1339,Travel Agents,STAR CLUB (PVT) LTD,"NO.136B,STANLEY THILAKARATNE MAWATHA,NUGEGODA.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1340,Travel Agents,EASTGATE TRAVELLER,"NO.189, MAIN STREET- ODDAMAWADI",Not Graded,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat
1341,Travel Agents,EXCITING TRAVEL HOLIDAYS (PRIVATE) LIMITED,"NO. 27/1, LIYANAGE MAWATHA, NAWALA, RAJAGIRIYA",Not Graded,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
1342,Travel Agents,ZEN TOURS (PVT) LTD,"LEVEL 13/F, EAST TOWER, WORLD TRADE CENTER, COLOMBO 01",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1343,Travel Agents,VALUE TRADE (PVT) LTD,"LEVEL 28, WEST TOWER, WORLD TRADE CENTER,ECHELON SQUARE,COLOMBO 01",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1344,Travel Agents,CDC TRAVELS (PVT) LTD,"69 A,SRI SARANANKARA ROAD,KALUBOWILA,DEHIWALA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Kalutara Divisional Secretariat
1345,Travel Agents,SERENDIPITY ESCAPES (PRIVATE) LIMITED,"23/6A.DHARMASHOKA MAWATHA,KANDY.",Not Graded,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat
1346,Travel Agents,EK TRAVELS AND TOURS,"NO : 35/5,NEW ROYAL GARDENS, MILL ROAD, NAGODA,KANDANA.",Not Graded,Gampaha,Gampaha,Ja-Ela Divisional Secretariat
1347,Travel Agents,FIGCO LANKA HOLIDAYS PVT. LTD,"923/4,CHILLAW ROAD,DALUWAKOTUWA,KOCHCHIKADE",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
1348,Travel Agents,LEISURE CREATIONS (PVT)LTD,"NO:3A,D.S.FONSEKA MAWATHA,COLOMBO 05.",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
1349,Travel Agents,NATURE EXPLORER LANKA (PVT)LTD,"NO 290,OREX CITY,EKALA,JA-ELA",Not Graded,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat
1350,Travel Agents,TRAVEL CALL (PVT) LTD,"NO 376/1/1 NEGOMBO ROAD, WATTALA",Not Graded,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
1351,Travel Agents,VISTAS COLOMBO,"203A-1/2,HIGHLEVEL ROAD,COLOMBO-06",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1352,Travel Agents,MEILE TRAVELS LANKA (PVT)LTD,"NO 403/C/1/1,HENDALA,WATTALA",Not Graded,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
1353,Travel Agents,SAFAA TRAVELS AND TOURS,"NO.41/1-2, BELMONT STREET, COLOMBO 12",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1354,Travel Agents,THE TRAVEL LINE,"287,LAYARDS BROADWAY ROAD,COLOMBO 14.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
1355,Travel Agents,AZAAR TRAVELS,"NO:163/2,S.W.R.D.BANDARANAYAKE MAWATHA,KANDY",Not Graded,Kandy,Kandy,GANGAWATA KORALAYA
1356,Travel Agents,"EBERT SILVA TOURING CO.,(PVT) LTD.","NO:11,MALWATTA ROAD,DEHIWALA.",Not Graded,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
1357,Travel Agents,ISLAND ADVENTURES (PVT) LTD,"NO 11,CASTLE LANE,COLOMBO 04.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
