ID,Type,Name,Address,Grade,District,AGA Division,PS/MC/UC
360,Restaurants,RAILWAY CATERING SERVICE,RAILWAY STATION FORT.,B,Colombo,Colombo,Colombo Divisional Secretariat
361,Restaurants,TRANQUIL ULTRA LOUNGE,"NO:85B,DHARMAPALA MAWATHA,COLOMBO 7",A,Colombo,Colombo,Colombo Divisional Secretariat
362,Restaurants,FLAMINGO HOUSE,"NO 56/5,58 A,HORTON PLACE,COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat
363,Restaurants,TUSKER RESTAURANT,"83, ETHUKALA ROAD, KATUWA",A,Gampaha,Negombo,Negombo Divisional Secretariat
364,Restaurants,WHICH WAY WEST-CAFE-PUB-LOUNGE,"UNIT L/FF,FIRST FLOOR,THE LIBERTY ARCADE,NO.282 R.A. DE MEL MAWATHA, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
365,Restaurants,ORO 1889,"SHOP 5,LEVEZ 2,282 R.A.DE MEL MAWATHA,COLOMBO 03",B,Colombo,Colombo,Colombo Divisional Secretariat
366,Restaurants,LEMONGRASS (PALAWATTA),"241,PANIPITYA ROAD,PALAWATTA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
367,Restaurants,NOMADS & CO,"NO:66/3,WARD PLACE,COLOMBO 7",A,Colombo,Colombo,Colombo Divisional Secretariat
368,Restaurants,WINE CONNECTION,"NO 30 (SHOP NO 03), INDEPENDENCE SQUARE, COLOMBO 07.",A,Colombo,Colombo,Colombo Divisional Secretariat
369,Restaurants,KAEMASUTRA RESTURANT,"NO 30,INDEPENDENCE SQUARE,COLOMBO 07",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
370,Restaurants,PREGO,"NO 02E,PORUTHOTA ROAD,NEGAMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
371,Restaurants,KING TASTE RESTURANT,"NO 04,BANDARANAYAKA MW,KATUBEDDA,MORATUWA",A,Colombo,Moratuwa,Moratuwa Divisional Secretariat
372,Restaurants,CAFE CEYLON RESTAURANT,"MATARA ROAD,KABALANA,AHANGAMA",A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat
373,Restaurants,BLUE SKY RESTAURANT,"NO:109,DEHIWALA RD,MAHARAGAMA",A,Colombo,Mahara Pradeshiya Sabha,Maharagama Divisional Secretariat
374,Restaurants,MIYULA RESTAURANT,"KANDY COLOMBO ROAD,PAHALA KADUGANNAWA,HINGULA",B,Kegalle,Kegalle,Kegalle Divisional Secretariat
375,Restaurants,169 RESTURANT,"NEW ROAD,NEAR ECONOMIC CENTER,DAMBULLA",B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
376,Restaurants,SENWIN RESTAURANT,"NO 266A, MANAMPITA, THALGASWALA",A,Galle,Nivitigala Pradeshiya Sabha,Niyagama Divisional Secretariat
377,Restaurants,TALPE BEACH,"NO 1042, MATARA ROAD, TALPE, GALLE",A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat
378,Restaurants,KANDOORI RESTAURANT (COLOMBO),"17,CHARLIMONT ROAD,COLOMBO 06",A,Colombo,Colombo,Colombo Divisional Secretariat
379,Restaurants,THE SUSHIBAR SAMURAI,"ETHUKALE,PORUTOTA ROAD,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
380,Restaurants,TSUKIJI UOICHI,"WP 07,NO 30, ARCADE INDEPENDANCE SQUARE,COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat
381,Restaurants,YUZHENGE RESTAURANT,"51C,ALEXANDRA PLACE,COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat
382,Restaurants,SINGHARAJA,"120,GALLE ROAD KALUEAMODARA,ALUTHGAMA",A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat
383,Restaurants,CITY RESTAURANT,"MANATKUDIYIRUPPU,MULLAITIVU",B,Mullaitivu,Mulatiyana Pradeshiya Sabha,Mulatiyana Divisional Secretariat
384,Restaurants,TAPHOUSE BY RNR,"SHOP NO- GF 07,DUTCH HOSPITAL SHOPPING PRECINT,GALLE FORT,GALLE",A,Galle,Galle,Galle Divisional Secretariat
385,Restaurants,RASARA RESTAURANT,"NO 35 POTUVIL ROAD,DOMBAGAHAWELA,MONARAGALA",B,Moneragala,Siyambalanduwa,Siyambalanduwa Divisional Secretariat
386,Restaurants,TANG DYNASTY CHINESE RESTAURANT,"NO 75,DICKMANS ROAD,COLOMBO 05",A,Colombo,Colombo,Colombo Divisional Secretariat
387,Restaurants,DAFFODIL HOTEL,"KOYIL KUDIYIRUPPU, MULLATIVU.",A,Mullaitivu,Maritimepattu Divisional Secretariat,Mullaitivu Divisional Secretariat
388,Restaurants,KAMLO SEA FOOD RESTAURANT,"62,PORUTHOTA ROAD,ETTUKALA,NEGOMBO",B,Gampaha,Negombo,Negombo Divisional Secretariat
389,Restaurants,ROSANDA RESTAURANT,"NO.107/4 KURUNEGALA ROAD,KOTADENIYAWA",B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat
390,Restaurants,HOTEL PARAMA,"NO.370,DELGAHAWATTA,MEETIYAGODA.",B,Galle,Ambalangoda,Ambalangoda Divisional Secretariat
391,Restaurants,WANAPETHA RESTAURANT,"129/1, HORANA ROAD, KESBEWA.",B,Colombo,Kesbewa,Kesbewa Divisional Secretariat
392,Restaurants,THE WHITE HOUSE RESTAURANT.,"NO 31 GALLE ROAD, AMBALANGODA.",A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat
393,Restaurants,ANKARA TURKISH RESTAURANT,25 MILAGIRIYA AVENUE COLOMBO 04,A,Colombo,Colombo,Colombo Divisional Secretariat
394,Restaurants,LA ROZA RESTAURANT,"400/1, AVISSAWELLA ROAD, IHALA BOMIRIYA, KADUWELA.",B,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
395,Restaurants,THE GRAND TOURIST HOLIDAY RESORT,"4/B/2,STAGE 1,LAKE ROAD,HARISCHANDRA MAWATHA,ANURADHAPURA.",B,Anuradhapura,Anuradhapura,Anuradhapura East
396,Restaurants,DKN CAFE,"475/C,SRI JAYAWARDENAPURA MAWATHA,WELIKADA,RAJAGIRIYA.",A,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
397,Restaurants,GAMMANAYA ECO TOURISM RESTAURANT.,"MURAPOLA JUNCTION,SINHARAJA ROAD,DENIYAYA.",B,Matara,Matara,Kotapola Divisional Secretariat
398,Restaurants,GRAND BEIJING SEAFOOD CHINESE RESTAURANT,"NO.62 A,DHARMAPALA MAWATHA,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
399,Restaurants,GRAND LAKE HOTEL,"NO.04, LOYIDS AVENUE,BATTICALOA.",B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat
400,Restaurants,SRI SIAM AUTHENTIC THAI RESTAURANT,"68,W.A SILVA MAWATHA, WELLAWATTE,COLOMBO 06",B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
401,Restaurants,10 10 KRUA THAI,"NO.446,PANNIPITIYA ROAD, PELAWATTA.",A,Colombo,Colombo,Colombo Divisional Secretariat
402,Restaurants,THE CLUB,"NO.3B2, SHOPPING COMPLEX, GREENS ROAD, NEGOMBO.",B,Gampaha,Negombo,Negombo Divisional Secretariat
403,Restaurants,CAFE FRANCAIS BY POURCEL,"NO.48, GROUND FLOOR, PARK STREET, COLOMBO 02.",A,Colombo,Colombo,Colombo Divisional Secretariat
404,Restaurants,PEDLARS INN CAFE,"NO.92,PEDLARS STREET,FORT,GALLE.",A,Galle,Galle,Galle Divisional Secretariat
405,Restaurants,SILK ROAD CHINESE RESTAURANT,"NO.7A, SIR EARNEST DE SILVA MAWATHA, COLOMBO 07.",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
406,Restaurants,CLEMENTS,"NO.21,STATION ROAD,WATTALA.",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
407,Restaurants,RED ORCHIDS,"NO.35,CASTLE LANE,COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat
408,Restaurants,PANACEA RESTAURANT,"NO.179/5,HIGH LEVEL ROAD,PANNIPITIYA",B,Colombo,Maharagama,Maharagama Divisional Secretariat
409,Restaurants,MONTE ZITA RESTAURANT,"39A,HORTON PLACE, COLOMBO 07",A,Colombo,MC,Thimbirigasyaya Divisional Secretariat
410,Restaurants,SEOUL,"NO.28/1,HORTON PLACE,COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat
411,Restaurants,ANARGAYA RESTAURENT,"BATADUWA,BATAPOLA",B,Galle,Ambalangoda,Ambalangoda Divisional Secretariat
412,Restaurants,GOLDEN RIVER HOLIDAY RESORT,"GORAKAGAHA JUNCTION,BORALLA ROAD,WENNAPPUWA.",B,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat
413,Restaurants,XIANG YUN CHINESE RESTAURANT,"NO:935,PERADENIYA ROAD,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat
414,Restaurants,OFF THE HOOK,"NO:180,PARK ROAD,COLOMBO 05",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
415,Restaurants,ENJOLA RESTAURANT,"ALUGOLLA ROOD, KATUKENDA, BADALGAMA",B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat
416,Restaurants,DIO JEY RESTAURENT,"NO.145/1A, GIRIDARA, KAPUGODA",B,Gampaha,Dompe Pradeshiya Sabha,Dompe Divisional Secretariat
417,Restaurants,WAAHALKADA RESTAURANT,"NO:322,KANDY ROAD,AMBEPUSSA,WARAKAPOLA",B,Kegalle,WARAKAPOLA,Warakapola Divisional Secretariat
418,Restaurants,MISS SUGAR,"NO:246,LEWIS PLACE,NEGOMBO,SRILANKA",A,Gampaha,Negombo,Negombo Divisional Secretariat
419,Restaurants,GARTONS ARK RESTAURANT,"09/47, 06TH LANE, PAGODA ROAD, NUGEGODA.",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
420,Restaurants,TURF RESTAURANT,"NO. 08, GRAND STAND RACE COURSE, REID AVENUE, COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat
421,Restaurants,SHANDONG THE CHINESE KITCHEN,"NO. 1092, SRI JAYAWARDENAPURA MAWATHA, WELIKADA, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
422,Restaurants,BERLIN SKY LOUNGE,"NO. 101/11, HUNUPITIYA LAKE ROAD, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
423,Restaurants,THE TUNA AND THE CRAB,"GF 01-OLD DUTCH HOSPITAL,GALEE FORT, GALLE",A,Galle,Galle,Galle Divisional Secretariat
424,Restaurants,KANDY KITCHEN,"NO 483,WILLIAM GOPALLAWA MAWATHA,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat
425,Restaurants,PST RESTAURANT,"NO 48/A, PARK STREET,COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
426,Restaurants,BLUE SKY RESTAURANT,"NO 85/2/1 OLCOTT MAWATHA, COLOMBO 11",B,Colombo,Colombo,Colombo Divisional Secretariat
427,Restaurants,CHAPTER ONE,"931C,KOTTE ROAD,KOTTE",A,Colombo,Kotte Muncipal Council,Sri jayawadanapura
428,Restaurants,SUDARSHAN RESTAURANT,"NO 08,FRANKFORT PLACE,COLOMBO 04.",A,Colombo,Colombo,Colombo Divisional Secretariat
429,Restaurants,ROYAL SIGIRIYA RESTAURANT,"POTHANA KIBISSA, SIGIRIYA",B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
430,Restaurants,HERITAGE RESTAURANT,"NO 13O, CENTRAL GARDEN LAND, MADAWALA ULPATHA.",A,Matale,Matale,Pallepola Divisional Secretariat
431,Restaurants,NALLUR BHAVAN,"250, TEMPLE ROAD, NALLUR, JAFFNA",B,Jaffna,Jaffna,Jaffna Divisional Secretariat
432,Restaurants,MATHURA MADRAS WOODLANDS,"16, MELBOURNE AVENUE, COLOMBO 04",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
433,Restaurants,THE RE-PUB.LK,"57, HOSPITAL STREET, COLOMBO 01.",A,Colombo,Colombo,Colombo Divisional Secretariat
434,Restaurants,BLUE SAPPHIRE RESTAURANT,"NO:156/158, HAPUTHALE ROAD, WELLAWAYA",B,Moneragala,Wellawaya,Wellawaya Divisional Secretariat
435,Restaurants,SUGAR,"G05, OLD DUTCH HOSPITAL, FORT, GALLE",B,Galle,Galle,Galle Divisional Secretariat
436,Restaurants,TONG NI ROAST MEAT RESTAURANT,"NO.59, WALUKARAMA ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
437,Restaurants,THE MANHATTAN FISH MARKET,"997/1,SRI JAYAWARDANAPURA ROAD,RAJAGIRIYA.",A,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
438,Restaurants,BARRACUDA SEA FOOD & GRILL,"41/2AWASALA ROAD,DEHIWALA",B,Colombo,Colombo,Dehiwala Divisional Secretariat
439,Restaurants,VOC CAFE,"DUTCH BURGHER UNION, NO 114, REID AVENUE, COLOMBO 04",B,Colombo,Colombo,Colombo Divisional Secretariat
440,Restaurants,SKY BOLLYWOOD LOUNGE,"NO-9,STATION ROAD,COLOMBO-04",A,Colombo,Colombo,Colombo Divisional Secretariat
441,Restaurants,LAVINIA RESTAURANT & HOTEL,"NO 43, BEACH ROAD, MT. LAVINIA",B,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
442,Restaurants,LOBBY BISTRO PLATINUM 1,"NO:1, BAGATALLE ROAD, COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
443,Restaurants,DOMINANT RAJAGIRIYA,"RECEPTION HALL, WELIKADA, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
444,Restaurants,OSTERIA ROMANA INDURUWA,"MUDIYANSE RALAHAMY'S ESTATE, YALEGAMA, INDURUWA",A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
445,Restaurants,KUURAKU JAPANESE RESTAURANT,"48B, PARK STREET, COLOMBO02",A,Colombo,Colombo,Colombo Divisional Secretariat
446,Restaurants,MAKYE AME RESTAURANT,"NO 4 1/1, VAJIRA ROAD, COLOMBO 04",B,Colombo,Colombo,Colombo Divisional Secretariat
447,Restaurants,MOMO,"NO.11, NEGOMBO ROAD, WATTALA",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
448,Restaurants,THE REGENT COUNTRY CLUB,"5/1,21ST LANE, ISURUPURA,MALABE",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
449,Restaurants,CANTEN CHINESE RESTAURANT,"NO.21SOMADAVI PL, KIRULAPONE AV COLOMBO 05",B,Colombo,Colombo,Colombo Divisional Secretariat
450,Restaurants,COCKPIT COLOMBO,"NO 7, 07A, 07/1B, FIFE ROAD, COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat
451,Restaurants,CEYLON TEA FACTORY RESTAURANT,"NO 05, WATHTHIRIYAWA WATTA, PASSARA ROAD, ELLA",A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat
452,Restaurants,HOTEL INDOORA,"PUTTALAM ROAD, THITTAWELLA, KURUNAGALA",A,Kurunegala,Kurunegala,Maspotha Divisional Secretariat
453,Restaurants,DINE INN REATAURANT,"NO 47, W. A SILVA MAWATHA, COLOMBO 06",A,Colombo,Colombo,Colombo Divisional Secretariat
454,Restaurants,THE SIZZLE,"29/1,STATION ROAD,DEHIWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
455,Restaurants,FILL FAMILY RESTAURANT,"NO 83, COLOMBO ROAD, KANDANA",B,Gampaha,MC,Ja-Ela Divisional Secretariat
456,Restaurants,SUSHI BAR SAMURAI,"226 1/1 SRI JAYAWARDANA PURA MW, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
457,Restaurants,H.BROTHER'S BROASTED CHICKEN,"NO- 163 DEANS ROAD, COLOMBO-10",A,Colombo,MC,Colombo Divisional Secretariat
458,Restaurants,GOLDEN SPOON SPICES,"27E, HOSPITAL ROAD, DEHIWELA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
459,Restaurants,FREE TRADE ZONE LIANA,"BOI SPORT COMPLEX,AWERIWATTA,KATUNAYAKE",B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat
460,Restaurants,SILK LOUNGE AND RESTAURANT,"41-,3/1,MAITLAND CRESCENT,COLOMBO 7",A,Colombo,Colombo,Colombo Divisional Secretariat
461,Restaurants,LAK LAGUNA RESTAURANT,"78 MAIN ROAD,KALPITIYA,",B,Puttalam,Kalpitiya Pradeshiya Sabha,Puttalam Divisional Secretariat
462,Restaurants,THE EXCHANGE RESTAURANT,"NO. 39/4/1,CANAL RAW,COLOMBO 01.",B,Colombo,Colombo,Colombo Divisional Secretariat
463,Restaurants,MATHURA MADRAS WOODLANDS,"165,MAIN STREET,BATHTHARAMULLA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
464,Restaurants,K.D.K.RESTAURANT,"KOMBAVIL,W.N.4,PUTHUKUDIYUPPU,MULAITIVU",B,Mullaitivu,Mulatiyana Pradeshiya Sabha,Mullaitivu Divisional Secretariat
465,Restaurants,FAT PANDA,"31A,SEA AVENUE,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
466,Restaurants,BLUE GINGER RESTAURANT,"356,CHILAW ROAD,PERIYAMULLA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
467,Restaurants,LIKOORI,"NO 25/1/2,STATION ROAD,BAMBALAPITIYA",B,Colombo,Colombo,Colombo Divisional Secretariat
468,Restaurants,GREEN VILLA FAMILY RESTAURANT,"NO 737/7 , THALANGAMA NORTH , MALABE.",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
469,Restaurants,HE PING RESTAURANT,"440,GALLE ROAD,RATHMALANA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
470,Restaurants,MONSOON COLOMBO,"MONSSON COLOMBO,PARK STREET MEWS, PARK STREET,COLOMBO 2",A,Colombo,Colombo,Colombo Divisional Secretariat
471,Restaurants,SHAN CITY CHINEESE RESTAURANT,"27/3/1,,KOTUGODELLA VEEDIYA,,KANDY.",B,Kandy,Kandy,Kandy Divisional Secretariat
472,Restaurants,CHINESE DELIGHT RESTAURANT,"41-A,RIDGEWAY PLACE, MARINE DRIVE,COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat
473,Restaurants,SAMEEHA FAMILY RESTAURANT,"NO. 390,CHILAW ROAD, PERIYAMULLA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
474,Restaurants,SEA PORT RESTAURANT,"70,PORUTHOTA ROAD,ETHUKALA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
475,Restaurants,AMUSEUM,"9TH FLOOR, GREEN LANKA BUILDING,NAWAM MAWATHA,COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
476,Spa & Wellness Centers,AZMARA SPA - CINNAMON LAKESIDE,"NO.115, 01 FLOOR, SIR CHITHAMPALAM A. GARDNIER MAWATHA, COLOMBO 02",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
477,Spa & Wellness Centers,AZMARA SPA - BENTOTA BEACH HOTEL,"BENTOTA BEACH HOTEL, BENTOTA",Not Graded,Kalutara,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
478,Spa & Wellness Centers,AZMAARA SPA - CINNAMON LODGE,"P.O BOX, 02, HABARANA",Not Graded,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat
479,Spa & Wellness Centers,SPA CEYLON AYURVEDA - COLOMBO 02,"48D, PARK STREET, COLOMBO 02",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
480,Spa & Wellness Centers,ANGSANA SPA,"NO.75 B, GALLE ROAD, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
481,Spa & Wellness Centers,COCO SPA - HERITANCE TEA FACTORY,"KANDAPOLA, NUWARAELIYA",Not Graded,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat
482,Spa & Wellness Centers,COCO SPA - HERITANCE AHUNGALLE,"HERITANCE AHUNGALLE, AHUNGALLE",Not Graded,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
483,Spa & Wellness Centers,DIVIYAN SPA - EARL'S REGENCY,"EARL'S REGENCY, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
484,Spa & Wellness Centers,COCO SPA - MT. LAVINIA HOTEL,"100, HOTEL ROAD, MT. LAVINIA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
485,Spa & Wellness Centers,COCO SPA - CLUB BENTOTA,"CLUB BENTOTA, ALUTHGAMA",Not Graded,Kalutara,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
486,Spa & Wellness Centers,COCO SPA - ULAGALLA WALAWWA,"THIRAPPANE, ANURADHAPURA",Not Graded,Anuradhapura,Anuradhapura,Anuradhapura East
487,Spa & Wellness Centers,SPA CEYLON AYURUVEDA,"SHOP NO. 11, DUTCH HOSPITAL BUILDING,BANK OF CEYLON MW, COLOMBO 01.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
488,Spa & Wellness Centers,AZMAARA SPA-CINNAMON BAY,CINNAMON BEY BERUWELA,Not Graded,Kalutara,Aluthgama,Aluthgama
489,Spa & Wellness Centers,SPA CEYLON AYURVEDA - HIKKADUWA,"NO.400, GALLE ROAD, HIKKADUWA",Not Graded,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
490,Spa & Wellness Centers,JAL HEALTH AND BEAUTY SPA INVESTMENT (PVT) LTD,"NO.2, REGENCY, GALLE FACE HOTEL, COLOMBO-03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
491,Spa & Wellness Centers,WHITE BY SPA CEYLON,"NO 14,WARD PLACE,COLOMBO 07",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
492,Spa & Wellness Centers,AZMAARA SPA-CHAAYA TRANZ,HIKKADUWA,Not Graded,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
493,Spa & Wellness Centers,COLOMBO COURTYARD(AMBER SPA),"32,ALFRED HOUSE AVE,COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
494,Spa & Wellness Centers,COCO SPA-THURYAA RESORT,"WASKADUWA,KALUTARA",Not Graded,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
495,Spa & Wellness Centers,ANANTAYA COCO SPA,"BANGADENIYA,CHILAW",Not Graded,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat
496,Spa & Wellness Centers,ARIYAANA,"WATERS EDGE LIMITED,316,ETHUL KOTTE ROAD,BATTARAMULLA",Not Graded,Colombo,Kaduwela Pradeshiya Sabha,Colombo Divisional Secretariat
497,Spa & Wellness Centers,ARIYANNA SPA-THE BLUE WATER,"THALPITIYA,WADDUWA",Not Graded,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat
498,Spa & Wellness Centers,SPA CEYLON AYURVEDA - GALLE FORT,"NO.54/A,LIGHT HOUSE STREET,GALLE FORT.",Not Graded,Galle,Galle,Galle Divisional Secretariat
499,Spa & Wellness Centers,BAAN THAI,"NO.490,HAVELOCK ROAD,COLOMBO-05",Not Graded,Colombo,Batticaloa,Thimbirigasyaya Divisional Secretariat
500,Spa & Wellness Centers,JIVA SPA - VIVANTA BY TAJ BENTOTA,"VIVANTA BY TAJ,NATIONAL HOLIDAY RESORTS,BENTOTA.",Not Graded,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
501,Spa & Wellness Centers,AYU SPA,"NO.40/1,DEWANA RAJASINGHE MAWATHA,PERADENIYA,KANDY.",Not Graded,Kandy,Gagawata Koralya,Gagawata
502,Spa & Wellness Centers,SENSES SPA.,"NO 48,JANADHIPATHI MAWATHA,COLOMBO 01.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
503,Spa & Wellness Centers,NIROGI SPA,"THE SURF HOTEL,BENTOTA",Not Graded,Galle,Bentota Pradeshiya Sabha,Galle Divisional Secretariat
504,Spa & Wellness Centers,COCO SPA-GRAND KANDYAN,"NO:89/10,LADY GORDOW DRIVE,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
505,Spa & Wellness Centers,H.E.R.HOLISTIC CENTER AND SPA,"NO.640/62,COLOMBO ROAD,KURANA,NEGOMBO",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
506,Spa & Wellness Centers,SPA CENVAREE,"CENTARA CEYSANDS RESORT AND SPA,BENTOTA",Not Graded,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
507,Spa & Wellness Centers,INFINITY SPA,"GOLDI SANDS,ETHUKALA,NEGOMBO.",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
508,Spa & Wellness Centers,COCOSPA (PVT) LTD - CITRUS ( WASKADUWA ),"NO.427. SAMANTHARA ROAD, WASKADUWA, KALUTHRA",Not Graded,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
509,Spa & Wellness Centers,SPA CEYLON AYURVEDA,"NO:103/7,GALLE ROAD,COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
510,Spa & Wellness Centers,AZMAARA SPA - CINNAMON WILD - YALA,"P.O.BOX 01, YALA, KIRINDA, TISSAMAHARAMA",Not Graded,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat
511,Spa & Wellness Centers,AZMAARA SPA-CHAAYA BLU,"CHAAYA BLU,TRINCOMALEE,SAMPATIVE ROAD,UPPUVELI,TRINCOMALEE.",Not Graded,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat
512,Spa & Wellness Centers,SEA VIEW SPA,"NO 31/5-3/1, SEA AVENUE, MARINE DRIVE, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
513,Spa & Wellness Centers,RENOVA SPA,"RIU 150, GALLE ROAD, AHUNGALLA",Not Graded,Galle,balapitiya,Balapitiya Divisional Secretariat
514,Spa & Wellness Centers,COCO SPA-ANANTAYA PASSIKUDAH,"COCONUT BOARD ROAD,KALKUDAH,PASSIKUDAH",Not Graded,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat
515,Spa & Wellness Centers,ANANTARA SPA-TANGALLE,"GOYAMBOKKA ESTATE, TANGALLE.",Not Graded,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat
516,Spa & Wellness Centers,SPA CEYLON AYURVEDA-MAHAWELI REACH,"MAHAWELI REACH HOTEL, NO. 35, P.B.A. WEERAKOON MAWATHA, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
517,Spa & Wellness Centers,SPA CEYLON -HERITANCE NEGOMBO,"175, LEWIS PLACE, NEGOMBO",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
518,Spa & Wellness Centers,ANANTARA SPA-KALUTHARA,"ST.SEBASTIANS'S ROAD, KATUKURUNDA, KALUTHARA",Not Graded,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
